codice_scuola,codice_istituto,gestione,denominazione,grado,indirizzo,cap,codice_comune,comune,lon,lat,fonte,codice_edificio,id_bene,osm_id,alunni,stranieri,stranieri_ue,stranieri_nonue,pct_stranieri,percorso_prevalente,quota_percorso,flag
RMPS695009,,paritaria,LICEO SCIENTIFICO GESU' MARIA,SCUOLA SEC. SECONDO GRADO NON STATALE,V.FLAMINIA 631,00191,H501,Roma,12.472527,41.945074,civico,,,,87,3,0,3,3.4,LICEO,1,
RM1A723005,,paritaria,NEW GRANDMOTHER GOOSE,SCUOLA INFANZIA NON STATALE,VIA DEL CASALE CAVALLARI N. 14,00156,H501,Roma,12.595168,41.931516,civico,,,,,,,,,,,
RM1AU0500O,,paritaria,L'ALBERO DELLA VITA,SCUOLA INFANZIA NON STATALE,V. DI TORREVECCHIA 345,00168,H501,Roma,12.415268,41.926246,civico,,,,,,,,,,,
RM1A38700L,,paritaria,D'ARONCO,SCUOLA INFANZIA NON STATALE,VIA D'ARONCO,00163,H501,Roma,,,nessuna,,,,,,,,,,,
RM1A59800R,,paritaria,SCUOLA MATERNA SACRO CUORE,SCUOLA INFANZIA NON STATALE,VIA G.A. RAYNERI 4,00135,H501,Roma,12.421668,41.943449,civico,,,,,,,,,,,
RM1E08700X,,paritaria,SCUOLA ELEM.PARIT. VINCENZA ALTAMURA,SCUOLA PRIMARIA NON STATALE,VIA D.SALINIERI 5,00154,H501,Roma,12.483312,41.865093,civico,,,,48,0,0,0,0,,,
RM1A051007,,paritaria,SCUOLA MATERNA S. CHIARA D'ASSISI,SCUOLA INFANZIA NON STATALE,VIA PANTAN MONASTERO 35,00166,H501,Roma,12.361766,41.923024,civico,,,,,,,,,,,
RM1MMF500S,,paritaria,ANNA MICHELI,SCUOLA SEC. PRIMO GRADO NON STATALE,V. LUDOVICA ALBERTONI 41,00152,H501,Roma,12.443921,41.878593,civico,,,,183,8,0,8,4.4,,,
RM1AGP500V,,paritaria,MAISONNETTE-TRE FONTANE,SCUOLA INFANZIA NON STATALE,VIA LAURENTINA 289,00142,H501,Roma,12.481096,41.837149,civico,,,,,,,,,,,
RM1A36600G,,paritaria,ASSAROTTI EX CALASANZIO,SCUOLA INFANZIA NON STATALE,VIA ASSAROTTI 11,00100,H501,Roma,12.423088,41.941313,civico,,,,,,,,,,,
RM1A6R500M,,paritaria,Camomilla,SCUOLA INFANZIA NON STATALE,via Rocca di cambio16,00132,H501,Roma,12.677218,41.916904,civico,,,,,,,,,,,
RMPL39500D,,paritaria,LICEO LINGUISTICO S. GIUSEPPE,SCUOLA SEC. SECONDO GRADO NON STATALE,V.RABBELLO 15,00178,H501,Roma,12.547946,41.840158,civico,,,,84,3,0,3,3.6,LICEO,1,
RM1A47800P,,paritaria,G. SOGLIAN,SCUOLA INFANZIA NON STATALE,VIA CASSIA KM 18700,00100,H501,Roma,,,nessuna,,,,,,,,,,,
RM1A035009,,paritaria,SAN ROMANO - COMUNALE,SCUOLA INFANZIA NON STATALE,VIA DI SAN ROMANO 93,00159,H501,Roma,12.537684,41.905527,civico,,,,,,,,,,,
RM1A28100R,,paritaria,SCUOLA MATERNA DIVINO AMORE,SCUOLA INFANZIA NON STATALE,V.LE DI VILLA PANPHILI 3,00152,H501,Roma,,,nessuna,,,,,,,,,,,
RM1A603003,,paritaria,"SCUOLA DELL'INFANZIA ""SS. REDENTORE""",SCUOLA INFANZIA NON STATALE,VIA G. FRASCHERI 22,00188,H501,Roma,12.483839,41.993124,civico,,,,,,,,,,,
RMSL5N500U,,paritaria,LIC.MUS.SEZ.COREUTICO GIOVANNI PAOLO II,SCUOLA SEC. SECONDO GRADO NON STATALE,C.SO DUCA DI GENOVA 157,00121,H501,Roma,12.270624,41.734077,civico,,,,27,0,0,0,0,LICEO,1,
RM1AQI500M,,paritaria,L'AURORA,SCUOLA INFANZIA NON STATALE,VIA TOMMASO TRAETTA 68,00124,H501,Roma,12.3858,41.752082,civico,,,,,,,,,,,
RM1A461009,,paritaria,CARLO PISACANE,SCUOLA INFANZIA NON STATALE,VIA DELL'ACQUA BULLICANTE 30,00100,H501,Roma,12.54342,41.882582,civico,,,,,,,,,,,
RM1M02600N,,paritaria,SCUOLA MEDIA IST.S. GIUSEPPE CALASANZIO,SCUOLA SEC. PRIMO GRADO NON STATALE,V.CORTINA D'AMPEZZO 256,00135,H501,Roma,12.438842,41.94298,civico,,,,133,2,0,2,1.5,,,
RM1A420003,,paritaria,LA CROCIERA L.,SCUOLA INFANZIA NON STATALE,VIA BIAGI 45,00125,H501,Roma,12.378511,41.788241,civico,,,,,,,,,,,
RM1A8V500U,,paritaria,MOF 2007,SCUOLA INFANZIA NON STATALE,viale dell'Umanesimo72/74,00144,H501,Roma,,,nessuna,,,,,,,,,,,
RM1A653004,,paritaria,CASALBIANCO,SCUOLA INFANZIA NON STATALE,VIA CASAL BIANCO,00131,H501,Roma,12.628673,41.941466,fgb_via,,22997,,,,,,,,,
RM1E12900R,,paritaria,SCUOLA ELEM.PARIF.PRESENTAZIONE DI MARIA SANTISSIMA,SCUOLA PRIMARIA NON STATALE,VIA CAPO DELLE ARMI 7,00122,H501,Roma,12.286098,41.740412,civico,,,,60,2,0,2,3.3,,,
RMPQ06500D,,paritaria,LICEO SCIENTIFICO SACRO CUORE,SCUOLA SEC. SECONDO GRADO NON STATALE,V.TENUTA S.AGATA 1,00135,H501,Roma,12.428759,41.937893,civico,,,,,,,,,,,
RM1M087005,,paritaria,SCUOLA MEDIA PIO XII,SCUOLA SEC. PRIMO GRADO NON STATALE,V.CASILINA 767,00172,H501,Roma,12.55666,41.875883,civico,,,,64,14,2,12,21.9,,,
RM1A660007,,paritaria,F. APORTI,SCUOLA INFANZIA NON STATALE,VIA A. SERRA 91,00191,H501,Roma,12.473862,41.941272,fgb_cognome,,964724,,,,,,,,,
RM1E015002,,paritaria,SCUOLA ELEM.PARIT. SANTA DOROTEA,SCUOLA PRIMARIA NON STATALE,VIA MATERA 18,00182,H501,Roma,12.518706,41.88225,civico,,,,165,16,1,15,9.7,,,
RM1A36700B,,paritaria,SIBILLA EX CAPANNACCE,SCUOLA INFANZIA NON STATALE,VIA MONTEMANNO,00100,H501,Roma,,,nessuna,,,,,,,,,,,
RM1A644009,,paritaria,LO STREGATTO INFANZIA,SCUOLA INFANZIA NON STATALE,VIA DI VILLA TROILI 26,00164,H501,Roma,12.407516,41.884867,civico,,,,,,,,,,,
RMTL08500Q,,paritaria,ANIENE - COSTRUZIONI AMBIENTE E TERRITORIO,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA TIBURTINA 994,00156,H501,Roma,12.577447,41.929507,civico,,,,73,3,2,1,4.1,TECNICO,1,
RM1A355005,,paritaria,BIOCCA EX IV NOVEMBRE 1918,SCUOLA INFANZIA NON STATALE,VIA GALVANI 4/B,00153,H501,Roma,12.47807,41.87825,fgb_civico,,2631033,,,,,,,,,
RM1E022005,,paritaria,ISTITUTO COR JESU ROMA - SCUOLA PRIMARIA,SCUOLA PRIMARIA NON STATALE,VIA G. SOMMEILLER 38,00185,H501,Roma,12.512599,41.888948,civico,,,,67,12,1,11,17.9,,,
RM1AC1500U,,paritaria,Filobus 75,SCUOLA INFANZIA NON STATALE,Via Vitellia 14,00152,H501,Roma,12.454439,41.883806,civico,,,,,,,,,,,
RM1A342003,,paritaria,IL GIRASOLE COLORATO,SCUOLA INFANZIA NON STATALE,VIA VALIGNANO 54,00100,H501,Roma,12.494224,41.865198,fgb_cognome,,9970,,,,,,,,,
RMPLLD5008,,paritaria,SAN GIUSEPPE CALASANZIO,SCUOLA SEC. SECONDO GRADO NON STATALE,V.LE CORTINA D'AMPEZZO 256,00135,H501,Roma,12.438842,41.94298,civico,,,,75,2,0,2,2.7,LICEO,1,
RM1A44400G,,paritaria,MONTE CARDONETO,SCUOLA INFANZIA NON STATALE,PZA MONTE CARDONETO 21,00139,H501,Roma,12.529844,41.947165,civico,,,,,,,,,,,
RM1A61800R,,paritaria,SCUOLA MATERNA CASA DEI BAMBINI MONTESSORI,SCUOLA INFANZIA NON STATALE,L.GO BASTIA 28,00181,H501,Roma,12.535194,41.874823,civico,,,,,,,,,,,
RMTD55500T,,paritaria,TUSCOLANO,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA MAIA 19,00175,H501,Roma,12.547304,41.865353,civico,,,,44,9,4,5,20.5,TECNICO,1,
RM1E11200B,,paritaria,SCUOLA ELEM.PARIT. FIGLIE DI SAN GIUSEPPE,SCUOLA PRIMARIA NON STATALE,VIA DEGLI ESTENSI 133,00164,H501,Roma,12.419533,41.873437,civico,,,,112,0,0,0,0,,,
RM1E10700X,,paritaria,SCUOLA ELEM.PARIF.NOSTRA SIGNORA DELLA NEVE,SCUOLA PRIMARIA NON STATALE,VIA TOR SAPIENZA 36,00155,H501,Roma,12.589893,41.902494,civico,,,,116,12,4,8,10.3,,,
RMPMBG500A,,paritaria,LICEO DELLE SCIENZE UMANE SCUOLA PONTIFICIA PIO IX,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA DEI CAVALIERI DEL SANTO SEPOLCRO 1,00193,H501,Roma,12.460544,41.901867,civico,,,,68,3,1,2,4.4,LICEO,1,
RM1E100005,,paritaria,SCUOLA ELEM.PARIF.SUORE DELL'ADDOLORATA SACRA FAMIGLIA,SCUOLA PRIMARIA NON STATALE,VIA DEL CALICE 12,00178,H501,Roma,12.564962,41.830582,civico,,,,76,2,0,2,2.6,,,
RM1A74200E,,paritaria,MIRO',SCUOLA INFANZIA NON STATALE,VIA BEPI ROMAGNONI 89,00125,H501,Roma,12.34562,41.77641,fgb_via,,2639427,,,,,,,,,
RM1E01600T,,paritaria,SCUOLA ELEM.PARIT. S.GIOVANNI BATTISTA,SCUOLA PRIMARIA NON STATALE,VIALE GIULIO CESARE 108,00192,H501,Roma,12.456092,41.909105,civico,,,,14,1,0,1,7.1,,,pochi_alunni
RM1A63900T,,paritaria,SCUOLA MATERNA PIO XII,SCUOLA INFANZIA NON STATALE,VIA BISLERI 51,00133,H501,Roma,12.623773,41.861207,civico,,,,,,,,,,,
RM1M09300C,,paritaria,SCUOLA MEDIA SACRO CUORE SORELLE DELLA MISERICORDIA,SCUOLA SEC. PRIMO GRADO NON STATALE,V.A.DA GIUSSANO 89,00176,H501,Roma,12.534776,41.889907,civico,,,,52,3,0,3,5.8,,,
RM1E12300T,,paritaria,SCUOLA ELEM.PARIT. ASISIUM,SCUOLA PRIMARIA NON STATALE,VIA GROTTAROSSA 301,00189,H501,Roma,12.44977,41.973813,civico,,,,240,8,2,6,3.3,,,
RM1A722009,,paritaria,MONS.FRANCESCO SAVERIO PETAGNA,SCUOLA INFANZIA NON STATALE,VIA ANAGNINA 486,00118,H501,Roma,12.626756,41.809342,civico,,,,,,,,,,,
RM1AMB500A,,paritaria,FANTASIA DI COLORI,SCUOLA INFANZIA NON STATALE,VIA G.BALZARETTO 68,00163,H501,Roma,12.403887,41.871226,fgb_cognome,,967740,,,,,,,,,
RM1A497004,,paritaria,TORREVECCHIA,SCUOLA INFANZIA NON STATALE,VIA TAGGIA 70,00100,H501,Roma,12.421734,41.93058,civico,,,,,,,,,,,
RMPS655007,,paritaria,LIC. SCIENT. OPZIONE SCIENZE APPLICATE POLIZIANO,SCUOLA SEC. SECONDO GRADO NON STATALE,V. DELLA TRAVICELLA 55/61,00179,H501,Roma,,,nessuna,,,,33,3,1,2,9.1,LICEO,1,
RM1A198009,,paritaria,RANOCCHIO SCARABOCCHIO,SCUOLA INFANZIA NON STATALE,VIALE ERMINIO SPALLA 36,00142,H501,Roma,12.51343,41.83243,fgb_civico,,2575258,,,,,,,,,
RM1A48500T,,paritaria,LA MAGNOLIA STELLATA EX RENZINI,SCUOLA INFANZIA NON STATALE,VIA A. RENZINI 22,00128,H501,Roma,12.44265,41.78048,fgb_cognome,,2639922,,,,,,,,,
RM1E186001,,paritaria,ISTITUTO S. GIUSEPPE AL TRIONFALE,SCUOLA PRIMARIA NON STATALE,VIA G. SAVONAROLA 36,00195,H501,Roma,12.450691,41.911924,civico,,,,140,3,0,3,2.1,,,
RM1A434001,,paritaria,ALESSANDRO MANZONI,SCUOLA INFANZIA NON STATALE,VIA POPULONIA 41,00100,H501,Roma,12.50639,41.87712,fgb_civico,,983719,,,,,,,,,
RM1A39600B,,paritaria,DON RUA,SCUOLA INFANZIA NON STATALE,VIA BELLONI 30,00175,H501,Roma,12.56917,41.85727,fgb_cognome,,2631925,,,,,,,,,
RM1A675001,,paritaria,NOBILI,SCUOLA INFANZIA NON STATALE,VIA DELLA BALDUINA 281,00136,H501,Roma,12.440036,41.92587,civico,,,,,,,,,,,
RM1E04500T,,paritaria,SCUOLA ELEM.PARIT. MAESTRE PIE DELL'ADDOLORATA,SCUOLA PRIMARIA NON STATALE,VIA A. TEBALDI 20,00168,H501,Roma,12.417529,41.931156,civico,,,,68,0,0,0,0,,,
RM1A8E500S,,paritaria,IL BAMBINO NEL MONDO 2,SCUOLA INFANZIA NON STATALE,Via Don Carlo Gnocchi 70,00166,H501,Roma,12.396178,41.914901,civico,,,,,,,,,,,
RM1E128001,,paritaria,SANT'ELISABETTA,SCUOLA PRIMARIA NON STATALE,VLE DEI PROMONTORI 53,00122,H501,Roma,12.286745,41.739309,civico,,,,125,2,1,1,1.6,,,
RM1A38100N,,paritaria,COMANO,SCUOLA INFANZIA NON STATALE,VIA COMANO 9,00100,H501,Roma,12.51614,41.95601,fgb_civico,,2575133,,,,,,,,,
RM1A36500Q,,paritaria,A. CAIROLI,SCUOLA INFANZIA NON STATALE,VIA GIORDANO BRUNO 2,00100,H501,Roma,12.453315,41.910565,fgb_civico,,220134,,,,,,,,,
RM1A6B5001,,paritaria,LUDUS CRESCE,SCUOLA INFANZIA NON STATALE,DECIO AZZOLINO 33,00168,H501,Roma,12.40498,41.91583,fgb_civico,,2632694,,,,,,,,,
RM1A467008,,paritaria,MARCO POLO - COMUNALE,SCUOLA INFANZIA NON STATALE,LGO COCCONI 10,00100,H501,Roma,12.563775,41.892912,civico,,,,,,,,,,,
RM1A03300N,,paritaria,RANDACCIO - COMUNALE,SCUOLA INFANZIA NON STATALE,PZA T. DE CRISTOFORIS 8,00159,H501,Roma,12.53509,41.90074,fgb_cognome,,2631131,,,,,,,,,
RM1A280001,,paritaria,SCUOLA MATERNA IST.SUORE FIGLIE DELLA DIVINA PROVVIDENZA,SCUOLA INFANZIA NON STATALE,VIA MATTEO BARTOLI 255,00143,H501,Roma,12.494077,41.819021,civico,,,,,,,,,,,
RM1A602007,,paritaria,SCUOLA MATERNA SACRO CUORE DI GESU',SCUOLA INFANZIA NON STATALE,VIA CELSO ULPIANI 15,00156,H501,Roma,12.568061,41.930163,civico,,,,,,,,,,,
RM1A46000D,,paritaria,PICCININI,SCUOLA INFANZIA NON STATALE,VIA FILIPPO FIORENTINI 44,00100,H501,Roma,12.55555,41.90954,fgb_civico,,2631132,,,,,,,,,
RM1E02500L,,paritaria,SCUOLA ELEM.PARIT. MARIA TECLA RELUCENTI,SCUOLA PRIMARIA NON STATALE,VIA C. TORNABUONI 12,00166,H501,Roma,,,nessuna,,,,125,5,0,5,4,,,
RM1A235003,,paritaria,SCUOLA MATERNA S. MARIA MAZZARELLO,SCUOLA INFANZIA NON STATALE,P.ZZA S. MARIA AUSILIATRICE 60,00181,H501,Roma,12.531379,41.873333,civico,,,,,,,,,,,
RMSL3M5001,,paritaria,DAF Dance Art Faculty,SCUOLA SEC. SECONDO GRADO NON STATALE,Via di Pietralata 159/A,00158,H501,Roma,12.539083,41.925994,civico,,,,44,2,1,1,4.5,LICEO,1,
RM1ACA500O,,paritaria,GIRA GIRASOLE,SCUOLA INFANZIA NON STATALE,L.go Città dei Ragazzi1,00163,H501,Roma,12.357949,41.844865,civico,,,,,,,,,,,
RM1A53600D,,paritaria,SCUOLA MATERNA SS. VERGINE IST.SUORE ORSOLINE,SCUOLA INFANZIA NON STATALE,VIA CASSIA 735,00189,H501,Roma,12.443262,41.965154,civico,,,,,,,,,,,
RM1E014006,,paritaria,SCUOLA ELEM.PARIF. SACRO CUORE,SCUOLA PRIMARIA NON STATALE,VIA MANDURIA 51,00171,H501,Roma,12.579553,41.892319,civico,,,,96,3,0,3,3.1,,,
RMTFNG5000,,paritaria,ANIENE - SISTEMA MODA -MICOL FONTANA,SCUOLA SEC. SECONDO GRADO NON STATALE,Via Tiburtina 994,00156,H501,Roma,12.577447,41.929507,civico,,,,63,3,0,3,4.8,TECNICO,1,
RM1A354009,,paritaria,LA COCCINELLA,SCUOLA INFANZIA NON STATALE,PZA DAMIANO SAULI 1,00154,H501,Roma,12.488694,41.861558,civico,,,,,,,,,,,
RM1A468004,,paritaria,PRINCIPE DI PIEMONTE,SCUOLA INFANZIA NON STATALE,VIA OSTIENSE 263,00100,H501,Roma,12.47778,41.85766,fgb_civico,,983848,,,,,,,,,
RM1A341007,,paritaria,FILASTROCCA IMPERTINENTE,SCUOLA INFANZIA NON STATALE,VIA ALBERGOTTI 29,00100,H501,Roma,12.42668,41.90524,fgb_cognome,,2632318,,,,,,,,,
RM1A113009,,paritaria,SCUOLA MATERNA SS. TRINITA',SCUOLA INFANZIA NON STATALE,VIA MADONNA DEL RIPOSO 67,00165,H501,Roma,12.433764,41.896797,civico,,,,,,,,,,,
RMPLIL5008,,paritaria,LICEO LINGUISTICO MARIA AUSILIATRICE,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA DALMAZIA 12,00198,H501,Roma,12.506949,41.915959,civico,,,,110,1,0,1,0.9,LICEO,1,
RM1A44300Q,,paritaria,IL GRILLO PARLANTE EX VIA MITELLI,SCUOLA INFANZIA NON STATALE,VIA A MITELLI 8,00133,H501,Roma,12.62775,41.88322,fgb_cognome,,2640483,,,,,,,,,
RM1A09700L,,paritaria,SCUOLA MATERNA GIUSEPPE ALDOBRANDINI,SCUOLA INFANZIA NON STATALE,VIA DEL CASTELLO 14,00119,H501,Roma,12.300838,41.761153,civico,,,,,,,,,,,
RM1A617001,,paritaria,PRATO SMERALDO,SCUOLA INFANZIA NON STATALE,VIA ROGACCI 35/VIA ENNIO LAMPRIDIO CERVA,00143,H501,Roma,12.50065,41.82278,fgb_cognome,,983859,,,,,,,,,
RM1A729004,,paritaria,KINDER HAPPY 2,SCUOLA INFANZIA NON STATALE,VIA G.BATTISTA SAMMARTINI 59,00124,H501,Roma,12.365481,41.738339,civico,,,,,,,,,,,
RM1E11100G,,paritaria,MADRE,SCUOLA PRIMARIA NON STATALE,VIA MONTE ARGENTARIO 1,00139,H501,Roma,12.535739,41.938711,civico,,,,86,0,0,0,0,,,
RM1E106004,,paritaria,IUNIOR INTERNATIONAL INSTITUTE,SCUOLA PRIMARIA NON STATALE,VIA G.B.DE ROSSI 48,00161,H501,Roma,12.519238,41.91788,civico,,,,132,8,1,7,6.1,,,
RM1A42300E,,paritaria,LA SCALA,SCUOLA INFANZIA NON STATALE,PZA DELLA SCALA 22,00153,H501,Roma,12.467944,41.890942,fgb_civico,,971409,,,,,,,,,
RM1AM8500Q,,paritaria,LITTLE STAR DAYCARE,SCUOLA INFANZIA NON STATALE,VIA CASSIA ANTICA 344,00191,H501,Roma,,,nessuna,,,,,,,,,,,
RM1A411008,,paritaria,EMANUELE GIANTURCO,SCUOLA INFANZIA NON STATALE,VIA DELLA PALOMBELLA 4,00186,H501,Roma,12.476129,41.898547,fgb_civico,,965211,,,,,,,,,
RM1A49300R,,paritaria,IL BRUCHETTO EX TOMASSETTI SILLA,SCUOLA INFANZIA NON STATALE,VIA SILLA 3,00189,H501,Roma,12.4118,41.98352,fgb_cognome,,2529930,,,,,,,,,
RM1A37900N,,paritaria,COLLI D'ORO,SCUOLA INFANZIA NON STATALE,LGO FOPPOLO 11,00188,H501,Roma,12.476326,41.995711,civico,,,,,,,,,,,
RM1E09500V,,paritaria,SCUOLA ELEM.PARIF.FIGLIE DELLA DIVINA PROVVIDENZA,SCUOLA PRIMARIA NON STATALE,VIA TUSCOLANA 615,00174,H501,Roma,12.550287,41.863401,civico,,,,124,4,1,3,3.2,,,
RMPLUU500N,,paritaria,L. LINGUISTICO SANT'APOLLINARE,SCUOLA SEC. SECONDO GRADO NON STATALE,VIALE VATICANO 42/B,00165,H501,Roma,12.445552,41.901793,civico,,,,89,5,1,4,5.6,LICEO,1,
RM1A483006,,paritaria,MAGICA MAGNOLIA EX AVERSA,SCUOLA INFANZIA NON STATALE,VIA R. AVERSA 165,00128,H501,Roma,12.44424,41.78694,fgb_cognome,,983976,,,,,,,,,
RM1A19500T,,paritaria,PONTE LINARI,SCUOLA INFANZIA NON STATALE,VIA MURO LINARI 46,00173,H501,Roma,12.61762,41.83326,fgb_cognome,,2631520,,,,,,,,,
RM1AEO5002,,paritaria,Lallegra compagnia dei bambini,SCUOLA INFANZIA NON STATALE,via andrea Noale 331,00155,H501,Roma,12.620553,41.914845,civico,,,,,,,,,,,
RM1A433005,,paritaria,ALBERTO MANZI EX VALDARNO,SCUOLA INFANZIA NON STATALE,VIA VALDARNO,00100,H501,Roma,12.52416,41.93377,fgb_via,,2575149,,,,,,,,,
RM1A037001,,paritaria,SCUOLA MATERNA MARIA CONSOLATRICE,SCUOLA INFANZIA NON STATALE,VIA NICOLA MARSELLI 1,00159,H501,Roma,12.535366,41.897239,civico,,,,,,,,,,,
RM1A463001,,paritaria,TORRE DI BABELE,SCUOLA INFANZIA NON STATALE,VIA POGGIO AMENO 23,00100,H501,Roma,12.489465,41.847422,civico,,,,,,,,,,,
RM1A46600C,,paritaria,MARCO POLO - COMUNALE,SCUOLA INFANZIA NON STATALE,VIA M. TENORE 15,00100,H501,Roma,12.56454,41.89306,fgb_cognome,,2632551,,,,,,,,,
RM1A39500G,,paritaria,DON GIOVANNI BOSCO,SCUOLA INFANZIA NON STATALE,PZA MONTE BALDO 2,00141,H501,Roma,12.534123,41.93755,fgb_civico,,967918,,,,,,,,,
RM1A674005,,paritaria,DRAGOLANDIA EX DRAGONA II,SCUOLA INFANZIA NON STATALE,VIA MONVALLE 45,00126,H501,Roma,12.32665,41.78747,fgb_civico,,2640509,,,,,,,,,
RM1E044002,,paritaria,SCUOLA ELEM.PARIT. S.GIOVANNI BATTISTA DE LA SALLE,SCUOLA PRIMARIA NON STATALE,VIA G.B. PAGANO 71,00167,H501,Roma,12.422366,41.900873,civico,,,,194,4,1,3,2.1,,,
RM1E02400R,,paritaria,SCUOLA ELEM.PARIT. CATERINA CITTADINI,SCUOLA PRIMARIA NON STATALE,VIA GRAN PARADISO 31,00139,H501,Roma,12.527874,41.947427,civico,,,,206,7,1,6,3.4,,,
RM1A234007,,paritaria,LA MONGOLFIERA,SCUOLA INFANZIA NON STATALE,VIA DEGLI ORAFI 30,00133,H501,Roma,12.60907,41.86272,fgb_civico,,2639988,,,,,,,,,
RM1A34400P,,paritaria,POLLICINO VERDE,SCUOLA INFANZIA NON STATALE,VIA SAN TARCISIO 123,00100,H501,Roma,12.54299,41.84344,fgb_cognome,,2512807,,,,,,,,,
RM1AS2500B,,paritaria,SCUOLA DELL'INFANZIA BILINGUE THE GIVING TREE,SCUOLA INFANZIA NON STATALE,VIA COSENZA 7,00161,H501,Roma,12.515391,41.911566,civico,,,,,,,,,,,
RM1A42200P,,paritaria,LA PUNTA EX SCALIA,SCUOLA INFANZIA NON STATALE,VIA DE FRANCISCI 737,00165,H501,Roma,,,nessuna,,,,,,,,,,,
RMPSAS5006,,paritaria,LICEO SCIENTIFICO MARIA AUSILIATRICE,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA DALMAZIA 12,00198,H501,Roma,12.506949,41.915959,civico,,,,133,3,1,2,2.3,LICEO,1,
RM1E13100R,,paritaria,SCUOLA ELEM.PARIF. SACRA FAMIGLIA,SCUOLA PRIMARIA NON STATALE,PZA DI MONTE GENNARO 47,00139,H501,Roma,12.538092,41.94455,civico,,,,65,3,2,1,4.6,,,
RMPQV5500Z,,paritaria,LICEO DELLE SCIENZE UMANE opz. ECONOMICO-SOCIALE-LICEO PINDARO,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA MARCO ENRICO BOSSI 16/18,00124,H501,Roma,,,nessuna,,,,77,4,2,2,5.2,LICEO,1,
RM1M09100R,,paritaria,"SCUOLA SECONDARIA DI PRIMO GRADO PARITARIA ""S.G. BOSCO""",SCUOLA SEC. PRIMO GRADO NON STATALE,V.LE PALMIRO TOGLIATTI 167,00175,H501,Roma,12.569907,41.859904,civico,,,,110,3,0,3,2.7,,,
RM1A496008,,paritaria,A. TORRE,SCUOLA INFANZIA NON STATALE,VIA A. TORRE 15,00157,H501,Roma,12.54538,41.91455,fgb_cognome,,2631113,,,,,,,,,
RM1A53100A,,paritaria,SCUOLA MATERNA S. FRANCESCO DI SALES,SCUOLA INFANZIA NON STATALE,VIA PORTUENSE 520,00149,H501,Roma,12.447823,41.858252,civico,,,,,,,,,,,
RM1A45100P,,paritaria,GIUSEPPE PARINI,SCUOLA INFANZIA NON STATALE,PZA CAPRI 25,00141,H501,Roma,12.528308,41.944221,fgb_civico,,967923,,,,,,,,,
RM1AC9500D,,paritaria,SCUOLA INFANZIA PIO XII,SCUOLA INFANZIA NON STATALE,V. CASILINA 767,00172,H501,Roma,12.55666,41.875883,civico,,,,,,,,,,,
RM1E212008,,paritaria,HIGHLANDS INSTITUTE,SCUOLA PRIMARIA NON STATALE,V.LE DELLA SCULTURA 15,00144,H501,Roma,12.479036,41.83129,civico,,,,437,42,7,35,9.6,,,
RM1A75900X,,paritaria,RUDOLF STEINER,SCUOLA INFANZIA NON STATALE,VIA DELLE BENEDETTINE 10,00135,H501,Roma,12.428584,41.94577,civico,,,,,,,,,,,
RM1E094003,,paritaria,SCUOLA ELEMENTARE MARYMOUNT,SCUOLA PRIMARIA NON STATALE,VIA NOMENTANA 355,00162,H501,Roma,12.519802,41.923382,civico,,,,351,20,1,19,5.7,,,
RM1E19600G,,paritaria,S.GABRIELE,SCUOLA PRIMARIA NON STATALE,VIA CASSIA KM. 16,00123,H501,Roma,,,nessuna,,,,,,,,,,,
RM1A40600R,,paritaria,L. FRANCHETTI,SCUOLA INFANZIA NON STATALE,PZA G.L. BERNINI 26,00153,H501,Roma,12.486181,41.878715,fgb_cognome,,971414,,,,,,,,,
RM1A72700C,,paritaria,I MARMOCCHI 2,SCUOLA INFANZIA NON STATALE,CORSO REGINA MARIA PIA 79,00122,H501,Roma,12.286305,41.729006,civico,,,,,,,,,,,
RM1A29600E,,paritaria,SCUOLA MATERNA MARIA SS. MEDIATRICE,SCUOLA INFANZIA NON STATALE,VIA DI BRAVETTA 520,00164,H501,Roma,12.422706,41.873778,civico,,,,,,,,,,,
RM1A492001,,paritaria,PETER PAN EX PRIMO DORELLO,SCUOLA INFANZIA NON STATALE,VIA PRIMO DORELLO 8,00123,H501,Roma,12.39091,41.99835,fgb_civico,,2639179,,,,,,,,,
RM1A036005,,paritaria,GUIDO DE RUGGIERO - COMUNALE,SCUOLA INFANZIA NON STATALE,VIA ACHILLE TEDESCHI 61,00157,H501,Roma,12.53533,41.91295,fgb_civico,,2631108,,,,,,,,,
RM1A28200L,,paritaria,SCUOLA MATERNA FIGLIE DI S.GIUSEPPE,SCUOLA INFANZIA NON STATALE,VIA DEGLI ESTENSI 133,00164,H501,Roma,12.419533,41.873437,civico,,,,,,,,,,,
RM1ES55005,,paritaria,SCUOLA PICCOLO UOMO,SCUOLA PRIMARIA NON STATALE,VIA NOMENTANA 1356-1358,00137,H501,Roma,,,nessuna,,,,98,1,0,1,1,,,
